PR_AUC,MRR,HitsAt10,HitsAt50,HitsAt100,PrecisionAt10,PrecisionAt50,PrecisionAt100,PosEdges,NegEdges,InputGraph,TargetGraph
0.8727347987888537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7613.0,380650.0,269.0,270.0
0.9031003871847424,1.0,1.0,1.0,1.0,1.0,1.0,0.99,6358.0,317900.0,270.0,271.0
0.9060918524293632,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7198.0,359900.0,271.0,272.0
0.9071195043990291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7285.0,364250.0,272.0,273.0
0.8930885736475508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6468.0,323400.0,273.0,274.0
0.8565995271745523,1.0,1.0,1.0,1.0,1.0,0.98,0.99,7307.0,365350.0,274.0,275.0
0.8552246237093162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7124.0,356200.0,275.0,276.0
0.8879459170378112,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7644.0,382200.0,276.0,277.0
0.9058667822445762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7654.0,382700.0,277.0,278.0
0.8970725865896234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7805.0,390250.0,278.0,279.0
0.9017186293385683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6814.0,340700.0,279.0,280.0
0.8897807064295356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6708.0,335400.0,280.0,281.0
0.8966992247371668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6740.0,337000.0,281.0,282.0
0.8989154534774201,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7065.0,353250.0,282.0,283.0
0.9015932851002627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7006.0,350300.0,283.0,284.0
0.8766817718378169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7968.0,398400.0,284.0,285.0
0.8857761195776627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7084.0,354200.0,285.0,286.0
0.8981822779671963,1.0,1.0,1.0,1.0,0.9,0.98,0.99,7421.0,371050.0,286.0,287.0
0.8956449592159531,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7564.0,378200.0,287.0,288.0
0.9127981093354403,1.0,1.0,1.0,1.0,1.0,0.96,0.97,8128.0,406400.0,288.0,289.0
0.9008241828063688,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7943.0,397150.0,289.0,290.0
0.9000795900580921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9298.0,464900.0,290.0,291.0
0.8819906797111732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7783.0,389150.0,291.0,292.0
0.9014020409775592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7244.0,362200.0,292.0,293.0
0.8961304873145829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8501.0,425050.0,293.0,294.0
0.873500528045868,1.0,1.0,1.0,1.0,0.8,0.92,0.94,7823.0,391150.0,294.0,295.0
0.91416273469745,1.0,1.0,1.0,1.0,1.0,0.98,0.99,7678.0,383900.0,295.0,296.0
0.9057485923065492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7185.0,359250.0,296.0,297.0
0.8895242911514768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7483.0,374150.0,297.0,298.0
0.8958975532074164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6523.0,326150.0,298.0,299.0
0.888650924836436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6882.0,344100.0,299.0,300.0
0.9102377001443607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6875.0,343750.0,300.0,301.0
0.8757715812092101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7298.0,364900.0,301.0,302.0
0.891344422851975,0.5,1.0,1.0,1.0,0.9,0.98,0.99,7730.0,386500.0,302.0,303.0
0.8951217022397145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7473.0,373650.0,303.0,304.0
0.8799766845815818,1.0,1.0,1.0,1.0,1.0,0.98,0.99,7557.0,377850.0,304.0,305.0
0.8962326724879379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7468.0,373400.0,305.0,306.0
0.8815660332910481,1.0,1.0,1.0,1.0,0.9,0.98,0.99,8086.0,404300.0,306.0,307.0
0.871491495597621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8444.0,422200.0,307.0,308.0
0.860656167675812,1.0,1.0,1.0,1.0,1.0,0.98,0.99,7331.0,366550.0,308.0,309.0
0.894682004904455,1.0,1.0,1.0,1.0,0.9,0.98,0.99,7363.0,368150.0,309.0,310.0
0.8757902446428447,1.0,1.0,1.0,1.0,1.0,1.0,0.99,7597.0,379850.0,310.0,311.0
