Model,Dataset,Device,TopK,BestEpoch,TrainingSec,AnomalyEdgeCountThreshold,AnomalyChurnThreshold,AlarmThreshold,HasRT,AlertPrecision_Mean,AlertPrecision_Std,AlertRecall_Mean,AlertRecall_Std,AlertF1_Mean,AlertF1_Std,AUC_Mean,AUC_Std,PR_AUC_Mean,PR_AUC_Std,TriagePrecisionAtK_Mean,TriagePrecisionAtK_Std,TriageRecallNewAtK_Mean,TriageRecallNewAtK_Std,SLOProxyRecallAtK_Mean,SLOProxyRecallAtK_Std
GAT,Data/MSCallGraph_0.csv,cuda,100,36,13.347325325012207,1795.2,0.7756389878505526,0.9999997735023498,True,0.11822289156626506,0.0,0.36091954022988504,0.0,0.1781055019852524,0.0,0.9631899979539954,0.028335221886996702,0.8876116649416447,0.05192121585441226,0.9893513144417891,0.013824331934840716,0.021963325365621674,0.04760545177587812,1.4668242375287033,0.7662896800722414
