Pairs,AUC_Mean,AUC_Std,PR_AUC_Mean,PR_AUC_Std,PrecisionAtK_Mean,PrecisionAtK_Std,RecallAtK_Mean,RecallAtK_Std,F1_Mean,F1_Std,InferenceMs_Mean,InferenceMs_Std,HorizonK,AheadMs
1729,0.9676586098068645,0.012659193311705978,0.9796665610854179,0.007214142932359902,0.9995257374204743,0.0024062652803975224,0.013663185422537569,0.0011027049288894668,0.7757570730923389,0.0069288342902598665,107.4817532677619,26.655347382114364,1,100
1725,0.9666173870275003,0.0123314001108272,0.9791753654164139,0.007052696286104903,0.9998376811594204,0.0012636617426312958,0.013673029775750401,0.0010963496694193161,0.7725026302343438,0.006824014872079895,103.15856347820532,20.117971308129817,5,500
1720,0.9643880288391579,0.016220351847766015,0.9778447503785905,0.009274490974780352,0.9997441860465116,0.0016152330562032885,0.013676898609773861,0.0010925805367312034,0.7670564384774086,0.009595895351345229,104.18274825579977,19.06590309213408,10,1000
1700,0.9613621210841874,0.012298076622399541,0.976070771855058,0.007131716601224103,0.9998235294117649,0.0013605921772023985,0.01369368088092458,0.0010827894981197763,0.7722894409825376,0.006944146768443446,99.69816594120964,19.145517895984085,30,3000
