Pairs,PR_AUC_Mean,PR_AUC_Std,MRR_Mean,MRR_Std,HitsAt10_Mean,HitsAt10_Std,HitsAt50_Mean,HitsAt50_Std,HitsAt100_Mean,HitsAt100_Std,PrecisionAt10_Mean,PrecisionAt10_Std,PrecisionAt50_Mean,PrecisionAt50_Std,PrecisionAt100_Mean,PrecisionAt100_Std,AvgPosEdges,AvgNegEdges
1729.0,0.880187540990529,0.02155335325116732,0.9783015230383652,0.1051363894433682,1.0,0.0,1.0,0.0,1.0,0.0,0.9835743204164258,0.048894728218461865,0.990399074609601,0.017002443238156386,0.9923308270676693,0.01068792735571104,7364.285135916715,368214.25679583574
