AUC,PR_AUC,Precision,Recall,F1,Accuracy,PosEdges,InputGraph,TargetGraph,InputEdges,TargetEdges,Scenario,Seed,BestEpoch
0.9719193657346594,0.9831242077019628,0.6471229888191983,0.9752054794520548,0.7779902737555325,0.7217123287671233,7300,804,805,6496,7300,low_density,0,38
0.9629306165119106,0.9766831801659611,0.6462200699488835,0.9662107803700724,0.7744639690472352,0.7186242960579243,7458,1487,1488,6656,7458,low_density,0,38
0.9722731304581443,0.9833641941181156,0.6479783425028381,0.9746486273479574,0.7784305497272346,0.7225797977144358,7613,1208,1209,6597,7613,low_density,0,38
0.9762515006639794,0.9849894453138671,0.6474052263525948,0.9789898427716711,0.7793962891165882,0.7229024627800195,7187,1259,1260,6934,7187,low_density,0,38
0.9774736456094172,0.9857480036710038,0.6456599286563615,0.9803052683407188,0.7785453597497393,0.7211554242573445,6093,547,548,6887,6093,low_density,0,38
0.969033482674317,0.9805657113955117,0.6497395833333334,0.9724387527839644,0.7789919714540589,0.7241091314031181,7184,853,854,6652,7184,low_density,0,38
0.9567069465206496,0.9734733131653861,0.6473463088399212,0.9592173802566383,0.773011160028668,0.7183331215855673,7871,381,382,6893,7871,low_density,0,38
0.9745623317973794,0.9844163209973511,0.6535895168421899,0.9757561209793567,0.7828222040344711,0.7292966874699952,8332,777,778,6885,8332,low_density,0,38
0.9558369190939531,0.973261613538898,0.6402906340201056,0.9545926695355395,0.7664720600500416,0.7091556610773112,6739,1361,1362,6701,6739,low_density,0,38
0.9772461931908997,0.9848410672811424,0.6471607314725698,0.9816058394160584,0.7800464037122969,0.7232116788321168,6850,545,546,6729,6850,low_density,0,38
0.9660521848923159,0.9787198001288575,0.6513217408784803,0.9688995215311005,0.7789865961411312,0.7251046650717703,6688,1156,1157,6874,6688,low_density,0,38
0.9851233941266289,0.9896906449504349,0.6531381111396524,0.987187783098227,0.786148613830774,0.7314611103921315,7727,1291,1292,6489,7727,low_density,1,46
0.9738290559868427,0.982713687308095,0.6515591710245981,0.9769130245389865,0.7817347353744263,0.7272397270219254,6887,546,547,6850,6887,low_density,1,46
0.9827451577381704,0.9887135783468486,0.6554109334325028,0.9837017191337352,0.7866803553095567,0.7332551908908238,8958,696,697,6405,8958,low_density,1,46
0.9571294262406134,0.9740596369503057,0.6477284174473658,0.9582712369597616,0.7729758970968323,0.7185543964232489,6710,1166,1167,5621,6710,low_density,1,46
0.96678180230423,0.979394398770446,0.6501256281407035,0.9679358717434869,0.7778195286918246,0.7235136940547762,7485,1423,1424,6910,7485,low_density,1,46
0.9757877378091915,0.9835835445122879,0.6536026810649785,0.9822327923894796,0.7849077697037451,0.7308337996642418,7148,1431,1432,6872,7148,low_density,1,46
0.9656798679768052,0.9793931417811156,0.6480133139172041,0.9696498054474708,0.7768564124945445,0.7214785992217899,6425,1326,1327,6846,6425,low_density,1,46
0.9648397572773365,0.976948801957519,0.6466547473416768,0.9673423423423423,0.7751395860357566,0.7193834459459459,7104,553,554,6615,7104,low_density,1,46
0.9832274242486597,0.9892056684313622,0.6606099935107074,0.9845261121856866,0.7906796116504854,0.7393617021276596,7238,1573,1574,6818,7238,low_density,1,46
0.9816159131902079,0.9878215063769475,0.6596333778881038,0.9844685095468795,0.7899611250857534,0.7382445141065831,7018,1682,1683,6557,7018,low_density,1,46
0.9798493687828749,0.9872910466308495,0.655786350148368,0.9824868651488616,0.7865616911130284,0.7333962009969015,7423,1626,1627,6451,7423,low_density,1,46
0.9751447565875073,0.9839420721594444,0.652756625038075,0.978836784409257,0.7832125236035816,0.7290651644336176,6568,537,538,6889,6568,low_density,1,46
0.9861954119174511,0.9899962027196555,0.6546722231126784,0.9895820714718353,0.7880190999855303,0.7337976983646275,8255,1769,1770,6501,8255,low_density,1,46
0.9716330331474285,0.9823173705469228,0.6494101589158623,0.9734034780067222,0.7790643274853801,0.7239514832675727,6843,1655,1656,6809,6843,low_density,1,46
0.9810247513821073,0.987525289477574,0.6536290322580646,0.9846621108580106,0.785701302635565,0.7314350797266514,6585,781,782,6927,6585,low_density,1,46
0.9822896876604599,0.987876702791681,0.6586546775030261,0.984619361509629,0.7893073615500181,0.7371720305027789,7737,538,539,6568,7737,low_density,1,46
0.9705718013078147,0.9813150330839577,0.6511163235166363,0.9762928227172072,0.781217427558891,0.7265859059528461,7677,1779,1780,6344,7677,low_density,1,46
0.9757830720682562,0.9847606720159926,0.6536265234807807,0.9795631626005875,0.784071158368265,0.7302337463277557,7829,596,597,6671,7829,low_density,1,46
0.9766817449314975,0.9847889947325051,0.651253999380741,0.9804226227470478,0.7826356589147286,0.7277035425730267,6436,532,533,6761,6436,low_density,1,46
0.9855135766359736,0.9899143181752019,0.6556810755298291,0.9884588318085855,0.7883924562191289,0.7346938775510204,7105,1729,1730,6265,7105,low_density,1,46
0.966339337007512,0.9783843830125318,0.648675799086758,0.9720815656220063,0.7781125047926822,0.7228000547420282,7307,274,275,6468,7307,low_density,1,46
0.9887769559375941,0.9922257104733481,0.6584514273978229,0.9916486235694402,0.7914095285114786,0.7386328487472935,6466,1661,1662,6726,6466,low_density,1,46
0.9634964198014897,0.9766796385244884,0.654829268292683,0.9695218835764842,0.7816921912304199,0.729235880398671,6923,375,376,6665,6923,low_density,1,46
0.9861378025403067,0.9905280847336257,0.6530804694048616,0.9890510948905109,0.7866969582228953,0.731831164709616,6302,1569,1570,6657,6302,low_density,1,46
0.9732425644092861,0.9830728351306793,0.6474155069582505,0.9748540637629097,0.7780897198494714,0.7219727585690765,6681,859,860,6641,6681,low_density,1,46
0.9700351773138918,0.9804335794834134,0.6531653165316532,0.9791604197901049,0.7836102945587617,0.7296101949025487,6670,1398,1399,6615,6670,low_density,1,46
0.9703312481532869,0.9807975119295749,0.6533080151908854,0.9762544802867383,0.7827805053287031,0.7290919952210275,6696,519,520,6900,6696,low_density,1,46
0.9815315956978383,0.9884226567620886,0.6534700465204595,0.9830048557554985,0.7850584545195324,0.7308626106826621,7002,1590,1591,6904,7002,low_density,1,46
0.9768743410712932,0.9859161035050884,0.6502824858757063,0.978880226789511,0.7814427157001415,0.7262225372076542,7055,1751,1752,6714,7055,low_density,1,46
0.9808598524056734,0.9878187585372548,0.6574141709276844,0.9845480650895665,0.7883931015603614,0.735744564474224,7313,467,468,6665,7313,low_density,1,46
0.9704987920653796,0.9812344132909305,0.6512928663121218,0.9719485495347564,0.7799494894037553,0.7257799671592775,7308,856,857,6733,7308,low_density,1,46
0.9720964599874652,0.9824924607302608,0.6556991774383079,0.9752144899904671,0.7841584158415842,0.7315697489672705,6294,1100,1101,6904,6294,low_density,1,46
0.9737852671147195,0.9837701673415782,0.6496885305972884,0.97618719889883,0.780155106979814,0.7249139710942877,7265,711,712,6685,7265,low_density,1,46
0.976045918367347,0.9840303643427495,0.6545905234054724,0.9808571428571429,0.7851792555320487,0.7316428571428572,7000,1646,1647,6503,7000,low_density,1,46
0.9817445383697051,0.9871779775536992,0.6537936571657968,0.9872696411251213,0.7866492778824326,0.7322381183317168,8248,632,633,6887,8248,low_density,1,46
