Day,Pairs,AUC_Mean,AUC_Std,PR_AUC_Mean,PR_AUC_Std,F1_Mean,F1_Std
0.0,2,0.9237064965714024,0.0034101070775283244,0.999983945880669,7.120111698201409e-07,0.9935045099267074,0.0005332664588334373
