AUC,PR_AUC,F1,Precision,Recall,PosEdges,TotalCalls,InputWindow,TargetWindow,Day,TargetTimeMs
0.9212951867323099,0.9999844493485954,0.9931274335974869,0.999923416846477,0.9864232045916675,158706.0,338018204.0,20.0,21.0,0.0,75600000.0
0.9261178064104949,0.9999834424127425,0.9938815862559278,0.9999140489340127,0.9879214745538489,141846.0,296525434.0,22.0,23.0,0.0,82800000.0
