AUC,Precision,Recall,F1,Accuracy,MRR,PosEdges,NegEdges,InputGraph,TargetGraph
0.9869920320719164,0.6580290916096715,0.9895697522816167,0.7904420273084934,0.7376502969723309,1.0,6903,6903,131,132
0.9826736940410196,0.6574835906443561,0.9843598615916955,0.7883826626759782,0.7357785467128027,1.0,7225,7225,132,133
0.9820518617614494,0.650421660008877,0.9850766335036301,0.7835106667379564,0.7278166173702608,1.0,7438,7438,133,134
0.9713696776282623,0.6506528289253432,0.9757750721727124,0.7807180517198092,0.7259319693736663,1.0,7967,7967,134,135
0.960881548994527,0.6502024291497975,0.9592513936819751,0.7750549627325862,0.7215954340323865,1.0,7534,7534,135,136
0.9443611031408325,0.6344289024285592,0.9457592426762185,0.7594247560349255,0.700396571574773,1.0,7817,7817,136,137
0.9655086618278392,0.6454966366733642,0.9691762854144806,0.7748938178386031,0.7184548793284365,1.0,7624,7624,137,138
0.9664573290983023,0.6496477262329582,0.970873786407767,0.7784234184848152,0.7236428278408314,1.0,7313,7313,138,139
0.9718051286231697,0.6504157549234135,0.9743018224727941,0.7800755826159983,0.7253179493903239,1.0,7627,7627,139,140
0.9690509807077902,0.6466111558778762,0.9688757713979071,0.7756000644364496,0.719680708344513,1.0,7454,7454,140,141
0.9798298845037995,0.6499636231356857,0.9821354953964546,0.7822470311388388,0.7266043699326645,1.0,7277,7277,141,142
0.9680230567992504,0.6461903953843543,0.9714285714285714,0.7761133190665443,0.7197704081632653,1.0,7840,7840,142,143
0.9733554798317756,0.6526333445152633,0.9767792142588176,0.7824644311497663,0.7284423245889293,1.0,7967,7967,143,144
0.9635201381561707,0.6474460242232755,0.9691276931161324,0.7762811743659896,0.7207041513399894,1.0,7612,7612,144,145
0.9730759318174392,0.6502286902286902,0.9750592343184936,0.7801835960886051,0.7252774660182068,1.0,8019,8019,145,146
0.9697154591425063,0.6504734848484849,0.9714326120774996,0.7791957347853213,0.7247206901428369,1.0,7071,7071,146,147
0.9748490545793262,0.6468755263601146,0.9773508079908385,0.7784928799472964,0.7219111846290877,1.0,7859,7859,147,148
0.9688841930109696,0.6460620065472752,0.9723228517606144,0.7763058946028808,0.7198232140269526,1.0,6901,6901,148,149
0.9793526014652293,0.6470588235294118,0.9826761473820297,0.7803100297710708,0.7233354880413704,1.0,7735,7735,149,150
0.975669982489563,0.6483847283406755,0.9786125886524822,0.7799858682211623,0.7239583333333334,1.0,9024,9024,150,151
0.9672192416058584,0.6449629380053908,0.9664268585131894,0.773629704470826,0.7172157011233119,1.0,7923,7923,151,152
0.9844359197661811,0.6466585888712835,0.9873345666714103,0.7814823158369002,0.7239220150846734,1.0,7027,7027,152,153
0.9435883066554412,0.6422794117647059,0.9450906140113605,0.7648024515705374,0.7093589396808223,1.0,7394,7394,153,154
0.9812107681299063,0.6524964574476952,0.9844064386317908,0.7848012431700837,0.730067907444668,1.0,7952,7952,154,155
0.9802590270962612,0.6505747126436782,0.9839041977852176,0.7832504740915381,0.7277234097347411,1.0,7766,7766,155,156
0.9759342946112107,0.6498401317701773,0.9802689272142648,0.7815649944648372,0.7260304004676995,1.0,6842,6842,156,157
0.9785451705322024,0.6448996312986481,0.981788699014594,0.7784591039461972,0.7205937383060995,1.0,8017,8017,157,158
0.9785262002212759,0.6526923369028632,0.980155109489051,0.7835878732619102,0.7292997262773723,1.0,8768,8768,158,159
0.9800035964120118,0.6543230285997685,0.9846995895011817,0.7862144311466455,0.7322428162706804,1.0,8039,8039,159,160
0.9640733599848904,0.6496779388083735,0.9651913875598086,0.7766121270452359,0.7223684210526315,1.0,8360,8360,160,161
0.9776925698610074,0.6472619634928466,0.9783743475018642,0.7790973871733967,0.7225950782997763,1.0,8046,8046,161,162
0.982608080722211,0.6520726595249184,0.9836065573770492,0.7842405004201288,0.7293911007025761,1.0,8540,8540,162,163
0.972779407926805,0.6470496652654523,0.9767332549941246,0.778422925641506,0.7219741480611046,1.0,8510,8510,163,164
0.9578255358097005,0.6435018050541517,0.9602105778648384,0.7705836117115347,0.714128305582762,1.0,8168,8168,164,165
0.9789108143460713,0.6520378756689996,0.9862996637190186,0.785069891940121,0.7299788267530203,1.0,8029,8029,165,166
0.9599447557845531,0.6472373043755989,0.9648851327222949,0.7747670250896057,0.7194976788477562,1.0,8401,8401,166,167
0.9710321128723947,0.6518629701571605,0.9733684904416612,0.7808153984453493,0.7267633487145683,1.0,7585,7585,167,168
0.9672437625112756,0.6476553696801595,0.9722836694860117,0.7774425137862866,0.721665582303188,1.0,7685,7685,168,169
0.974042713956035,0.649180060373664,0.9757204169221336,0.7796394277875759,0.7242182709993868,1.0,8155,8155,169,170
