Pairs,AUC_Mean,AUC_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,F1_Mean,F1_Std,Accuracy_Mean,Accuracy_Std,AvgPosEdges,AvgNegEdges,NegRatio
1729.0,0.9711571392300777,0.011447788575958405,0.643240311550247,0.0040396568622564355,0.9742518283918655,0.012117327442678065,0.7748619032436274,0.006398690467915522,0.7169675811168759,0.006950515706584548,7364.285135916715,7364.285135916715,1.0
1729.0,0.9711450213633942,0.011458494913723269,0.2649157910673543,0.0027597095558728425,0.9742518283918655,0.012117327442678065,0.41655937342253396,0.004442840480671736,0.5451582607692491,0.003443707841468143,7364.285135916715,36821.425679583575,5.0
1729.0,0.9711447733422802,0.0114549861574863,0.15267870523956792,0.00179654566005276,0.9742518283918655,0.012117327442678065,0.2639863643583875,0.003104313684916715,0.5061305441622901,0.0028087862277887572,7364.285135916715,73642.85135916715,10.0
300.0,0.972691143725004,0.013231836301556901,0.03492988927658525,0.0004902142926622503,0.9759396367691695,0.013760374844891794,0.06744578926402663,0.0009455283107986344,0.47081909744371747,0.002094522154472959,7726.593333333333,386329.6666666667,50.0
